Num	MZ	True_MZ	0.200704225	L_MZ	D_MZ_Error_ppm	FoundInScans	D_MZ_Peak_Error_mean_ppm	D_MZ_Peak_Error_sd_ppm	D_MZ_Min_ppm	D_MZ_Max_ppm	Quant20_MZ_Diff_ppm	Quant80_MZ_Diff_ppm	RT	True_RT	0.098591549	negative = earlier	Shift	Xn	Charge	ScanEvent	Ionisation_Mode	Tracer	Area_N	Area_L	Fold	PeakRatio	LeftBorder_N	RightBorder_N	LeftBorder_L	RightBorder_L	Group_ID	Corr	Adducts	Hetero_Elements	ObservedIsoRatioMean_native_1	ObservedIsoRatioSD_native_1	TheoreticalIsoRatio_native_1	ObservedIsoRatioMean_labelled_1	ObservedIsoRatioSD_labelled_1	TheoreticalIsoRatio_labelled_1	Fg14N_15N01.Area	Fg14N_15N01.RT-Shift	Fg14N_15N01.MZ-Shift	Fg14N_15N01.MZ
22	177.5702617	176.0702617	1	177.0672853	-0.064236856	8	-0.029964198	0.508948292	-1.185471771	1.327757201	-0.249510637	0.131806862	15.40808358	15.79261667	0		0.007095541	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	72385.3707	44456.62913	1.628224454	1.895702786	8	8	8	8	65	0.97253517	-	34S3 (scans: 11, obs: 57.2%, exp: 13.3%)	0.47555	0.08786	0.001	2.10283	0.53112	0.01937				
684	176.07027												15.408084					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										65										72385.37	0.38453293	-0.2599892	176.07022
685	179.07027												15.408084					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										65										24282.383	0.1535654	-1.874646	179.06993
167	569.2805719	569.2805719	0	573.2687325	0.036934688	7	0.220244928	0.653295512	-0.823309956	1.320980901	-0.30868015	0.913565638	15.64258311	16.04108333	0		-0.00660481	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	54718.28744	35736.20571	1.531172276	1.436892882	8	8	7	7	66	0.960869347	-	-	-1	-1	0.004	0.07842	0.01223	0.07747	54151.0	0.3985014	0.42885816	569.2808
148	498.6576965	498.6576965	0	501.6489788	0.356164963	9	0.1777504	0.920839125	-1.561726353	1.804243547	-0.521335656	1.131049567	15.8270424	16.21698333	0		0.002204293	3	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	55834.96427	38429.81982	1.452907261	1.470445471	15	15	15	15	67	0.950729423	-	-	-1	-1	0.003	0.62265	0.00755	0.0581	55795.56	0.30242443	-1.223989	498.65707
198	499.1572786	499.1572786	0	501.648996	-1.742754313	8	-1.953295864	1.295534929	-3.918889032	0.116232247	-3.503149264	-0.825296052	15.8270424	16.21698333	0		0.002204293	5	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	58085.50631	38429.81982	1.51146965	1.417836365	14.5	14.5	15	15	67	0.956414127	-	34S4 (scans: 7, obs: 98.5%, exp: 17.7%), 37Cl2 (scans: 19, obs: 92.2%, exp: 64.0%), 41K1 (scans: 15, obs: 85.5%, exp: 7.5%)	0.59349	-1	0.00501	0.75094	-1	0.09684	58521.98	0.38994122	-0.48910558	499.15704
286	500.1570233	500.1570233	0	503.1484869	0.717513467	8	0.339535745	1.607389976	-3.448540572	4.483538697	-0.922478405	1.274097393	15.73965668	16.12946667	0		0.002204293	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	78826.50815	43583.00112	1.808652597	1.915571057	15	15	15	15	67	0.931560566	-	41K1 (scans: 4, obs: 39.4%, exp: 7.5%)	0.35508	-1	0.00601	0.82526	0.15456	0.11621	78894.51	0.38981056	-0.54914397	500.15674
688	497.15768												15.827043					3		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										67										43938.285	0.30242443	0.4910728	497.15793
690	500.6573												15.827043					5		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										67										18991.146	0.30242443	2.864886	500.65872
342	829.4174816	829.4174816	0	835.3996292	-0.074486253	10	-0.174019859	0.569897595	-0.921220877	0.992066578	-0.70045694	0.418080341	16.02283816	16.40896667	0		0.006352455	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	121814.0168	80985.93062	1.504138013	1.445285796	7	7	7	7	68	0.98918011	[M+K]+,[M+2Na-H]+,[M+NH4]+,[M+Na]+	-	-1	-1	0.00601	0.10425	0.02535	0.11621	121875.07	0.38612938	0.80946773	829.41815
246	415.2122197	415.2122197	0	418.2032133	-0.26748153	13	-0.242865362	0.313283765	-0.699607579	0.696868625	-0.405612588	-0.082218099	16.03965539	16.42581667	0		0.006352455	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	456673.3676	302615.4264	1.509088195	1.512952793	7	7	7	7	68	0.988118454	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2Na]++	-	-1	-1	0.00601	0.08756	0.011	0.11621	456635.34	0.3861618	0.07349875	415.21225
386	922.4333565	922.4333565	0	928.4155574	-0.009154266	25	0.080863899	0.937065256	-2.019343186	3.406396005	-0.563657061	0.547957797	16.04263806	16.44273333	0		-0.007548077	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	170654.3949	114880.6771	1.485492593	1.467726618	14.5	14.5	15	15	69	0.991701332	-	-	-1	-1	0.00601	0.10681	0.01937	0.11621	173221.05	0.400095	-0.595508	922.4328
407	951.9644259	950.4644259	1	956.4464715	-0.172394879	10	0.129911435	1.311720975	-1.767140356	3.819663788	-1.009389909	1.148272382	16.05927123	16.4594	0		-0.007548077	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	69534.59303	45370.56141	1.53259274	1.504860455	14.5	14.5	15	15	69	0.975911488	-	-	-1	-1	0.00601	0.13244	0.02676	0.11621				
260	440.6909998	439.1909998	1	442.182049	-0.126463429	11	-0.207708678	0.476739376	-1.078326023	1.07573661	-0.480747357	0.033448239	16.05927123	16.4594	0		-0.007548077	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	261281.8715	160415.9361	1.628777525	1.610223563	8	8	8	8	69	0.973107685	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2H]++,[M+2Na]++	-	-1	-1	0.00601	0.10397	0.02946	0.11621				
279	458.1645009	458.1645009	0	461.1554933	-0.245079223	7	-0.29747293	0.75342427	-1.566537145	1.297621594	-1.06031374	0.165279767	16.05927123	16.4594	0		-0.007548077	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	55130.1127	35205.15613	1.565966999	1.623704144	9	9	9.5	9.5	69	0.961833622	-	-	-1	-1	0.00601	0.1319	0.0409	0.11621	54942.746	0.40012932	-0.8659085	458.1641
355	878.8755956	877.3755956	1	883.3576524	-0.173940557	25	-0.212039027	0.375091245	-0.870866142	0.659576971	-0.523038162	0.019573487	16.05927123	16.4594	0		-0.007548077	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	791825.2907	509548.8202	1.553973357	1.5428255	8	8	8	8	69	0.990645171	[M+K]+,[M+2Na-H]+,[M+H]+,[M+NH4]+,[M+Na]+	-	-1	-1	0.00601	0.10381	0.00791	0.11621				
74	883.860622	882.360622	1	883.3575449	-0.126973255	10	-0.107432303	0.826939417	-1.827523666	1.492759931	-0.596251832	0.482840337	16.04263806	16.44273333	0		-0.007548077	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	54058.5068	509548.8202	0.106090927	0.105255475	8	8	8	8	69	0.991287649	-	-	9.61055	0.77579	0.001	0.10405	0.00766	0.01937				
363	894.402116	894.402116	0	900.3829641	-1.522044923	19	-1.656122855	0.964081861	-3.310974194	1.056468515	-2.328299584	-1.181845873	16.05927123	16.4594	0		-0.007548077	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	189974.9838	132096.4047	1.438154083	1.472408157	14.5	14.5	12.5	12.5	69	0.989043125	[M+NH4]+	-	-1	-1	0.00601	0.13007	0.0226	0.11621	189972.39	0.40012932	-0.6824129	894.4015
372	899.3574592	899.3574592	0	905.3396	-0.076239096	28	-0.285776695	0.823849041	-3.49632703	0.575590468	-0.442388906	0.371994594	16.092669	16.49286667	0		-0.007548077	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	278663.9769	191825.8909	1.452692208	1.476978426	13.5	13.5	13.5	13.5	69	0.991798674	[M+2Na-H]+,[M+Na]+	-	-1	-1	0.00601	0.11053	0.01726	0.11621	278043.8	0.40019798	-0.40719172	899.3571
698	950.4644												16.05927					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										69										70064.2	0.40012932	-0.51372916	950.4639
700	439.191												16.05927					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										69										261201.64	0.40012932	-0.27794355	439.1909
704	877.3756												16.05927					6		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										69										791947.1	0.40012932	-0.34782797	877.3753
706	882.3606												16.042639					1		LTQ Orbitrap XL (MS lvl: 1, pol: +)	+										69										53732.664	0.400095	0.41503546	882.36096
24	208.0964052	208.0964052	0	209.0934466	0.031080787	19	0.087690906	0.216706236	-0.123120129	0.683461222	-0.049794552	0.170182181	16.20509156	16.59491667	0		0.003048358	1	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	558904.6649	390522.0055	1.431173294	1.426311046	8	8	8	8	70	0.996704776	-	-	0.69686	0.0281	0.001	1.43502	0.05976	0.01937	558709.9	0.38982582	-0.21997674	208.09636
173	601.3069919	601.3069919	0	605.2949524	-0.297771026	17	-0.301792762	0.288706884	-0.880963511	0.540094616	-0.535849395	-0.190735278	16.28093617	16.66396667	0		0.010006444	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	559478.2143	367148.5221	1.52384711	1.524903485	8	8	8	8	71	0.995733273	[M+H]+	-	-1	-1	0.004	0.06871	0.00895	0.07747	559478.25	0.38303185	0.10150415	601.30707
184	647.8645301	646.3645301	1	650.352613	-0.087803085	5	-0.42295307	0.812449997	-2.613691514	0.408016684	-1.008409034	0.408016684	16.29792765	16.681	0		0.010006444	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	49133.21662	32467.94656	1.513283771	1.543224277	8	8	8	8	71	0.978535268	-	-	-1	-1	0.004	-1	-1	0.07747				
274	453.6675156	453.6675156	0	456.6585478	-0.159735043	7	-0.15260774	0.969821369	-1.851139861	2.252244669	-0.505767884	0.153464385	16.29792765	16.681	0		0.010006444	6	2	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	53105.06557	36753.55293	1.444896108	1.554075166	7	7	7	7	71	0.955047602	[M+H+Na]++,[M+H+NH4]++,[M+H+K]++,[M+2H]++,[M+2Na]++	-	-1	-1	0.00601	0.14459	0.0249	0.11621	53509.21	0.3830719	0.0	453.6675
180	623.2886744	623.2886744	0	627.2766949	-0.191097328	8	0.122821152	0.767289565	-0.947818722	1.891988263	-0.458196828	0.677725966	16.28093617	16.66396667	0		0.010006444	4	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	56094.45246	36743.11884	1.526665515	1.428233453	8	8	7.5	7.5	71	0.970990229	[M+Na]+	-	-1	-1	0.004	0.10505	0.0293	0.07747	56080.746	0.38303185	0.09792438	623.28876
