Num	MZ	L_MZ	D_MZ	RT	Xn	Charge	ScanEvent	Ionisation_Mode	Tracer	OGroup	Ion	Loss	M	160125_pos_244_ExpMetMarc_KPX_28_freshprep_Test_Area	160125_pos_244_ExpMetMarc_KPX_28_fromorigExp_Test_Area	160125_pos_244_ExpMetMarc_KPX_29_freshprep_Test_Area	160125_pos_244_ExpMetMarc_KPX_29_fromorigExp_Test_Area	160125_pos_244_ExpMetMarc_KPX_30_freshprep_Test_Area	160125_pos_244_ExpMetMarc_KPX_30_fromorigExp_Test_Area	_160125_pos_244_12C13C_DON_Treatment_Remus_Area_N	_160125_pos_244_12C13C_DON_Treatment_Remus_Area_L	_160125_pos_244_12C13C_DON_Treatment_Remus_FID	_160125_pos_244_12C13C_DON_Treatment_Remus_GroupID	_160125_pos_244_12C13C_Fg_Treatment_Remus_Area_N	_160125_pos_244_12C13C_Fg_Treatment_Remus_Area_L	_160125_pos_244_12C13C_Fg_Treatment_Remus_FID	_160125_pos_244_12C13C_Fg_Treatment_Remus_GroupID	_160125_pos_243_solcomp_ACNFA_Ear_1_Area_N	_160125_pos_243_solcomp_ACNFA_Ear_1_Area_L	_160125_pos_243_solcomp_ACNFA_Ear_1_FID	_160125_pos_243_solcomp_ACNFA_Ear_1_GroupID	_160125_pos_243_solcomp_ACN_Ear_1_Area_N	_160125_pos_243_solcomp_ACN_Ear_1_Area_L	_160125_pos_243_solcomp_ACN_Ear_1_FID	_160125_pos_243_solcomp_ACN_Ear_1_GroupID	_160125_pos_243_solcomp_AcetoneFA_Ear_1_Area_N	_160125_pos_243_solcomp_AcetoneFA_Ear_1_Area_L	_160125_pos_243_solcomp_AcetoneFA_Ear_1_FID	_160125_pos_243_solcomp_AcetoneFA_Ear_1_GroupID	_160125_pos_243_solcomp_Acetone_Ear_1_Area_N	_160125_pos_243_solcomp_Acetone_Ear_1_Area_L	_160125_pos_243_solcomp_Acetone_Ear_1_FID	_160125_pos_243_solcomp_Acetone_Ear_1_GroupID	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_Area_N	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_Area_L	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_FID	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_GroupID	_160125_pos_243_solcomp_MeOHACN_Ear_1_Area_N	_160125_pos_243_solcomp_MeOHACN_Ear_1_Area_L	_160125_pos_243_solcomp_MeOHACN_Ear_1_FID	_160125_pos_243_solcomp_MeOHACN_Ear_1_GroupID	_160125_pos_243_solcomp_MeOHFA_Ear_1_Area_N	_160125_pos_243_solcomp_MeOHFA_Ear_1_Area_L	_160125_pos_243_solcomp_MeOHFA_Ear_1_FID	_160125_pos_243_solcomp_MeOHFA_Ear_1_GroupID	_160125_pos_243_solcomp_MeOH_Ear_1_Area_N	_160125_pos_243_solcomp_MeOH_Ear_1_Area_L	_160125_pos_243_solcomp_MeOH_Ear_1_FID	_160125_pos_243_solcomp_MeOH_Ear_1_GroupID	_160125_pos_244_12C13C_DON_Treatment_Remus_fold	_160125_pos_244_12C13C_Fg_Treatment_Remus_fold	_160125_pos_243_solcomp_ACNFA_Ear_1_fold	_160125_pos_243_solcomp_ACN_Ear_1_fold	_160125_pos_243_solcomp_AcetoneFA_Ear_1_fold	_160125_pos_243_solcomp_Acetone_Ear_1_fold	_160125_pos_243_solcomp_MeOHACNFA_Ear_1_fold	_160125_pos_243_solcomp_MeOHACN_Ear_1_fold	_160125_pos_243_solcomp_MeOHFA_Ear_1_fold	_160125_pos_243_solcomp_MeOH_Ear_1_fold	doublePeak	Remus_Stat_fold	solvents_Stat_fold	Phe_Num	Phe_MZ	Phe_RT	Phe_Xn	Phe_Charge	Phe_Ionisation_Mode	Trp_Num	Trp_MZ	Trp_RT	Trp_Xn	Trp_Charge	Trp_Ionisation_Mode
4411	503.191312546	529.278412546	26.0871	12.73	26	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	4				60052.2441768845	75851.80980814644	50625.0642557117	60055.940361064146	54607.2728585196	71622.72796513743	177597.632413	286390.09444	3786.0	228.0	98095.1559502	218550.101763	3603	217					9198.32507174				9716.46490948				11809.1684451				28241.9440963	10095.2441126			20595.8125004	6892.18168667			22542.3653998	10685.2936251			22943.4779309	8077.46847289			0.62012491305	0.448845162546					2.79754939864	2.98828635644	2.10966270004	2.84042927656	0	2	0												
5184	882.28765503	918.40825503	36.1206	12.81	36	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	4	[2M+NH4]+		864.25383203	63951.648509380575	120488.90621765389	50591.707641414076	145897.90161065615	51545.229999790055	154856.63736854048	136187.586109	184999.950151			44662.8931108	116271.606371	4295	219																																	0.736149312464	0.384125535931									0	1	0												
6	246.164429551	249.174479551	3.01005	3.53	3	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	5										365235.411298	170834.544479			1067972.79108	166365.969307	11	39	17515.0065304				18576.7122642				11309.4754342				7805.45804554				34962.8445682	6490.74260175			29312.5551177	4610.07901876			67224.6254374	13126.6716522			62346.4778743	13011.3504915			2.13794822594	6.41941855975					5.3865707999	6.35836283898	5.12122396436	4.79169921023	0	1	0												
83	187.180546409	192.197296409	5.01675	3.5	5	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	5				3039941.0657274495	2798921.422135751		2751089.417329006	2950768.192965814	2850843.312333603	1004004.57017	401645.884895	79.0	29.0	987075.203196	521972.444707	64	39		8521.06988416				7603.33422961				1834.34413902				1398.53909335											251459.186277	90964.754598			261556.110748	87416.1404077			2.4997257732	1.89104848964							2.76435843078	2.99208029007	0	2	0												
87	231.170506263	236.187256263	5.01675	3.48	5	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	5	[M+H]+		230.163230263							351155.851832	681054.298782			159203.069116	251225.549735	70	39																																	0.515606248224	0.633705724931									0	1	0												
91	263.196704777	268.213454777	5.01675	3.46	5	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	5	[M+CH3OH+H]+		230.163215777	539917.1802636962	622107.9129349497	216422.05713147388	664043.9819849693	447604.2810711464	697146.3436448649					1386159.87641	821323.394512	75	38																																		1.68771507749									0	1	0												
93	269.216834599	274.233584599	5.01675	3.46	5	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	5														1514456.90337	730559.379562	78	38																																		2.0730100054									0	1	0												
99	300.175033659	305.191783659	5.01675	3.52	5	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	5										677745.668066	220783.356705	101.0	29.0	246380.299954	86636.522219	80	39																									34125.8216665								3.06973169618	2.84383876042									0	2	0												
105	328.197282722	333.214032722	5.01675	3.59	5	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	5										179145.754022	92155.9134899			281458.70452	146353.431669	85	39																																	1.94394203517	1.92314386694									0	1	0												
106	346.2532069	351.2699569	5.01675	3.49	5	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	5										21277.2517244				191598.132442	97216.4406283	86	39																																		1.97084084959									0	1	0												
223	294.154777412	300.174877412	6.0201	3.48	6	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	5				32816.69962564096	434475.23345372605		500013.4569555126			500094.437111	678422.582666	192.0	29.0	247320.059166	246380.299954																												34125.8216665							0.737142969424	1.0038142628									0	1	0												
401	320.170620555	328.197420555	8.0268	3.53	8	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	5				330105.3097250391	3749985.4006077666		3983914.055329342	162987.69128313355	4129780.288189527	118344.415176	179145.754022			175859.319877	281458.70452	293	39																	4615.28831547								22074.9930392	14676.779781							0.660604075279	0.624813932036							1.50407605542		0	1	0												
606	240.144340069	249.174490069	9.03015	3.53	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	5				670164.5739799303	504570.9930464363	515890.1174059042	523044.6222778866	626927.2376478459	565098.604749797	349276.039787	170834.544479			280646.905962	166365.969307	431	39	119732.934691				89123.628258				51450.9300404				48880.1261644				229025.12959	6490.74260175			181212.688976	4610.07901876			387593.536835	13126.6716522			437260.717242	13011.3504915			2.04452817697	1.68692495906					35.2848885933	39.3079355558	29.5271754414	33.6060978088	0	1	0												
1121	263.196691261	274.233541261	11.03685	3.46	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	5				539917.1802636962	622107.9129349497	216422.05713147388	664043.9819849693	447604.2810711464	697146.3436448649					1386159.87641	730559.379562	756	38																																		1.89739522233									0	1	0												
1133	282.119844367	293.156694367	11.03685	3.46	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	5				101207.76279662972	164356.07546212815	39950.35415784276	172805.31465960143	74826.85033808979	121531.42725681285	252938.601913	785776.622131	938.0	29.0	271687.807609	398023.821738	762	38		22767.3492111			1696.64062464	25426.1959412			8596.61538458	10842.2019291			496286.486417	6384.79709593			7898.04333051	35773.0765925			6695.77189855	38338.5423201			14316.2847691	75849.9705694			14904.9982597	82150.462579			0.321896318609	0.682591826848		0.0667280559217	0.792884641034	77.7294061127	0.22078177453	0.174648577994	0.188744763665	0.181435354006	0	2	0												
1138	294.154815668	305.191665668	11.03685	3.51	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	5				32816.69962564096	434475.23345372605		504875.28928998834			500094.437111	220783.356705	946.0	29.0	247320.059166	86636.522219	765	39																																	2.26509119426	2.8546859088									0	2	0												
1403	430.228485321	442.268685321	12.0402	3.48	12	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	5										225199.755625	527835.39884	1173.0	29.0		29806.1931362																																			0.426647693807										0	1	0												
1642	320.170520504	333.214070504	13.04355	3.53	13	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	5				330105.3097250391	3749985.4006077666		3983914.055329342	156957.8564020132	4129780.288189527	118344.415176	92155.9134899			175859.319877	146353.431669	1146	39																	4615.28831547								22074.9930392								1.28417603054	1.20160708137									0	1	0												
2282	339.155125013	355.208725013	16.0536	3.45	16	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	5				23038.640893541673	14225.277813046803		20441.971636405095	16101.256876926114	19538.5634047113					218085.038627	111619.095586	1707	38																																		1.95383269755									0	1	0												
2654	430.228475376	447.285425376	17.05695	3.48	17	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	5										225199.755625	231894.122738	2263.0	29.0																																					0.97113179483										0	1	0												
7	250.201340831	253.211390831	3.01005	24.9	3	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6				122705.50678644728	169090.46181075336	360196.0923430137	213905.3974835803	126125.35343419618	180258.31922098645	236324.656543	458722.452752	9.0	528.0	178614.732562	465050.840289			34294.7668466	145232.702988			33011.6984837	196809.928358			34602.3141716	195266.399785			31410.4930221	207819.045853			37371.5774161	174273.298262			27658.1988159	136858.40397			40524.7360049	180906.547785			35445.8859135	212339.961188			0.515180050868	0.384075711918	0.236136669917	0.16773390834	0.177205674964	0.151143476254	0.214442360297	0.202093536192	0.224009227422	0.166929887879	0	1	0												
524	187.132844155	196.162994155	9.03015	24.87	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6				1377696.7160978375	1587552.2028133029	2389152.5625773747	1741517.5316871633	1508987.4365229772	1757675.7266519112	680981.239276	110514.277036	446.0	528.0	384707.927685	75916.9850767			121278.746644				112916.193095				127381.310494	17941.5015887			110679.912646				122520.686772								134225.519158	16824.378716			106705.432503				6.16193000162	5.06748163532			7.09981323824				7.97803719374		0	1	0												
594	231.050040027	240.080190027	9.03015	24.87	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6				635112.48662845	841249.770002326	625095.0958644781	820641.8179115927	619087.6758963049	853987.5042215212	243077.004544	221213.503562	502.0	528.0	219900.118391	365244.215085	426	533	11104.5825364																12848.6967993								12839.0634263				9523.87840127				1.09883438683	0.602063247846									0	2	0												
917	171.174275282	182.211125282	11.03685	24.85	11	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6				248383.2858576061	219553.47098498777	232732.43911337628	247126.43335737943	216992.85873587496	263464.9014876351	196754.818741	196289.75505	798.0	528.0	78349.5263806	426680.357838																																			1.00236927134	0.183625810144									0	1	0												
1289	229.143553383	241.183753383	12.0402	24.88	12	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6				307125.13425533526	374127.32470988575	393549.4450234432	519613.17827672465	297969.0299086687	428673.72678510036					243728.408063	88323.438174	851	533		45476.2147096				37738.3946194								47192.2963707			20692.3100062	68364.9484309				19705.7598811				72911.0636676				46903.6070126				2.75949864613					0.302674257513				0	1	0												
1687	221.153686267	235.200586267	14.0469	24.87	14	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6				157833.38395666957	230947.97194933996	204702.98618227776	342321.0035080792	140616.9895374825	282133.7016699663	180111.491195	101825.130509	1404.0	528.0	118044.619752	82864.8431471	1200	533	9888.25487812	30894.206018			18854.5268122	37406.1901153				43505.1434042			17480.8891305	42089.9326924			11361.0418984	35422.0931412			12644.6176865	25668.3362895			13373.8808212	34080.1138974			14451.4791597	36640.8050584			1.76883142987	1.42454405594	0.320068263686	0.504048307355		0.415322335111	0.32073321735	0.492615397581	0.392424768927	0.394409433325	0	2	0												
1700	239.164252203	253.211152203	14.0469	24.89	14	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6				379198.4126083501	586563.4795259826	395273.9711648094	1076769.7815650469	394500.12342844636	961961.7548146262	925477.943188	458722.452752	1412.0	528.0	603500.389392	465050.840289	1219	533	29585.995679	145232.702988			60313.0180435	196809.928358				195266.399785			80491.1658928	207819.045853			36254.9555466	174401.932853			40834.3600025	136858.40397	487	287	35228.9614093	180906.547785			49773.7412663	212339.961188			2.0175117604	1.29770841617	0.203714418793	0.306453127373		0.38731371113	0.207881615493	0.298369400913	0.194735690005	0.234405907337	0	2	1	646	239.164774981	24.82	12.0	1	+						
3905	951.605847886	972.676197886	21.07035	24.88	21	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6	[M+H]+		950.598571886							238241.248708	76074.1953189			321987.560969	132862.303817	3018	533																																	3.13169594118	2.42346814498									0	1	0												
3906	968.631947598	989.702297598	21.07035	24.87	21	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6	[M+NH4]+		950.598124598							245874.178918	73448.8192044	3224.0	528.0	312216.98142	132850.419653																																			3.34755795371	2.35013921849									0	1	0												
3998	429.248261202	451.321961202	22.0737	24.85	22	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6				418682.94911502727	550168.2834043041	453810.8884133631	548766.2799597047	406207.2526103102	551887.3758487726	214339.360471	160950.678442	3251.0	528.0	230245.091511	293128.128524			2579.42609138																																1.33170833789	0.785475937332									0	1	0												
4015	447.2589257	469.3326257	22.0737	24.85	22	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6				3499997.8121408033	4358604.708570215	3347026.909605272	4150733.971213489	3201718.0924524846	4422249.841723983	1660493.87431	1306904.37107	3263.0	528.0	1669779.11447	2113065.74134	3109	533	8947.6043656				6424.44810503				9397.05798383				10634.5994633				13263.7570428				1371.19218862				4756.70042713				4401.95441881				1.27055499321	0.790216358063									0	2	0												
4040	465.269587177	487.343287176	22.0737	24.85	22	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6	[M+H]+		464.262311177	9719887.669558609	1.2547239038419938E7	8448118.17309808	1.2413109902560005E7	9220998.138303969	1.2949002008544136E7	5210295.40814	4710062.71138	3281.0	528.0	5536701.49254	6886928.25177	3126	533	32072.1910546				27184.8496025				29681.9152985				26550.4959534				32035.1765683								22215.0687277				26403.73319				1.10620510329	0.803943542045									0	2	0												
4068	482.296279309	504.369979309	22.0737	24.88	22	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6	[M+NH4]+		464.262456309	2.2187462222902473E7	2.6530795308145657E7	2.132812510807382E7	2.9378724120692924E7	2.178020235886057E7	2.93761082090344E7	10039474.9943	9143002.92166	3299.0	528.0	9765831.47258	12872258.3966	3140	533	99316.5441031				75077.1926848				88039.196975				88997.7020789				94769.6016551				15850.7773664				78429.174581				79090.3775597				1.09805006958	0.758672734161									0	2	0												
4074	487.251361799	509.325061799	22.0737	24.88	22	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6	[M+Na]+		464.262143799	4904334.0619069	5803710.0110368375	4554458.8880004445	5324149.1737316605	4907111.097512711	5681845.482696685	1249980.61402	1184781.10211	3304.0	528.0	1188180.2455	1671085.51119	3146	533	18602.4441504				16670.0217798				19132.0030709				20113.1446747				20235.4154551								16158.6177373				12898.6720212				1.05503085067	0.711023007227									0	2	0												
4116	602.383900222	624.457600222	22.0737	24.86	22	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6							39420.258840245595			123181.819843	125913.863314	3357.0	528.0	50916.5739525	77961.2259828																																			0.978302282218	0.653101247583									0	1	0												
4627	564.337831176	591.428281176	27.09045	24.9	27	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6				27823.802441417814	81893.19991856169	37866.88264799465	172969.94536323583	61450.537362136856	183367.5109688049	683746.967192	50612.5578141	3977.0	528.0	180760.793461	22867.1835783			22839.4525751												24013.1941102				22721.2073083				4688.80813521				25111.1183809				10276.8506096				13.5094331668	7.90481227576									0	1	0												
5305	929.531734288	973.679134288	44.1474	24.87	44	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6	[M+H]+		928.524458288	98457.58738175305	167004.71876187803	83857.522363452	151595.43792962353	79426.47347404475	152043.78582244238	122041.345264	107884.623219	4553.0	528.0	109844.36579	181055.443353	4372	533																																	1.13122094347	0.606689110008									0	2	0												
5306	946.558453306	990.705853306	44.1474	24.85	44	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	6	[2M+NH4]+		928.524630306	114707.34792155537	189804.9627987549	113433.55511662642	223013.24101373047	112900.26347979206	234237.66510797897	122067.642754	99168.6287266	4554.0	528.0	106184.598219	192918.715582	4373	533																																	1.23090985851	0.550411078047									0	2	0												
8	368.164855405	371.174905405	3.01005	2.29	3	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7										1241396.09925	1184140.57079	11.0	4.0	461573.653648	291450.151405			10021.1466673	37936.5053249			11298.6220407	38765.9785341												51938.619902			4330.59550257	48206.7044477			7098.68061322	60112.9989902			8098.50354631	68225.1470829			1.04835196924	1.58371389214	0.264155767155	0.29145716084				0.0898338841492	0.118088944695	0.118702617621	0	1	0												
17	533.227813311	536.237863311	3.01005	2.29	3	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7										9766116.36908	7498710.20333	19.0	4.0	2294523.24584	1229530.04993	16	5	138866.336576	4542.85159409			116868.277733	8518.41169182											183553.648823				181086.910237				220331.84729				209808.215443	5281.98317192			1.30237282203	1.86617907059	30.5680988471	13.7194916096						39.7214850207	0	2	0												
61	136.061861031	141.078611031	5.01675	2.37	5	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7				207980.95202492553	675656.5404253772	238063.18213703568	990133.1860844796	471427.5315426522	1281039.1362541758	2075280.54787	11538830.5922	67.0	5.0	2068694.50737	8376894.27837	52	5	186981.497193	199216.94526	17	4	179868.907571	264694.463729	13	5									147750.959181	288193.160108			185027.438704	268633.617239							245195.766573	251572.266489	22	6	0.179851894981	0.246952443068	0.93858229253	0.679534075012			0.512680311793	0.688772464911		0.974653406733	0	2	3												
298	188.055530105	195.078980105	7.02345	2.37	7	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7				6535018.369901478	6910521.133069982	5276088.13639823	7577409.308767801	5939705.913380407	7715075.2847369425	632548.272963				2986237.16656	2150345.92377	199	6	90784.1046359	52816.9029823			85321.7766298	60903.5982427											164640.855384	108425.452517			159683.515163	102595.453014			288125.121784	212353.436073	88	9	347887.963799	225635.411263	87	6		1.38872408088	1.71884566322	1.40093162131			1.51847053955	1.55643852113	1.35681874102	1.54181456648	0	1	2												
306	378.159717643	385.183167643	7.02345	2.36	7	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7										833442.105903	1181960.39691			851931.905643	726563.607056	215	5		20376.1911379				9945.76955271																14855.0124589			23507.9465349	21943.2596404			24976.4415056	23280.1575321			0.705135390393	1.17254965342							1.07130603748	1.07286393879	0	1	0												
311	567.248404117	574.271854117	7.02345	2.36	7	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7										969897.004919	459694.403173	274.0	5.0	392503.710001	319820.172772																											31168.2969236	42210.2127226			27972.5110719	44439.9617045			2.10987342509	1.22726376701							0.738406535132	0.629444985977	0	1	0												
329	136.075680662	144.102480662	8.0268	2.32	8	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7				3944155.762993421	4709700.634356224	3060834.959999408	4804420.755825555	3325366.6081936834	4572280.102797741	6024328.36844	18640640.013	283.0	4.0	1263643.33824	4453121.38807	229	5	128138.561258	69244.5667701			87059.0765595	69769.6819542				210173.069266							166201.177538	169315.507251			139428.358616	147989.463073			554866.748764	536902.542635	99	9	588894.978885	512023.666267			0.323182485378	0.283765751732	1.85052152443	1.24780669943			0.981606352754	0.942150581002	1.03345897012	1.15013234286	0	2	1												
331	136.075809879	144.102609879	8.0268	2.39	8	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7				3881879.7620441667	4676479.6432772605	3037412.8089833404	4736301.766399614	3218808.9672650127	4536220.2012703875	6024328.36844	18640640.0135			1263647.05248	4453127.8959			128138.561258	68915.7482843	50	4	87059.0039902	72617.8700515	47	5		21187.8052528							165124.279486	169435.980299			139428.358616	149324.195731			554867.517856	540464.224892			588894.25172	513094.494871	99	6	0.32318248537	0.28376617111	1.85935093862	1.19886474126			0.974552625689	0.933729178543	1.02664985452	1.14773059857	0	0	3												
370	205.118494722	213.145294722	8.0268	2.29	8	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7				151845.2537321431	177156.84709537512	137098.95867736422	196165.30351876403	213783.8479813691	257076.83307239553	253845.670254	879608.69911			251972.375372	963826.835287	266	5	15441.4006994	21356.7652461			10323.3781906	25777.6095283											43894.5039854	82934.5264778			35848.465983	59146.0923072			170253.459945	340434.697075	125	9	156460.802284	286140.539097	126	5	0.288589313078	0.261429093014	0.723021511989	0.400478491975			0.529266951288	0.606100328602	0.500106074404	0.546797048673	0	1	2												
433	146.060040465	155.090190465	9.03015	2.33	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7				305558.1534232738	287974.52224376076	254391.55658534862		260354.74897962986	370088.9647762875	88646.6249985				2280376.1938	556518.546053	323	5	37278.897488				12802.4696983																				17860.3281278	10623.1824197			20819.1160539					4.09757448332							1.6812596661		0	1	0												
457	165.054635669	174.084785669	9.03015	2.31	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7	[M+H]+		164.047359669	5226588.487868215	5039987.851430607	4762991.051387696	6571515.809865997	4538038.863106163	6193044.518450849	8014652.80429	21308871.603	403.0	4.0	1800601.91258	5126490.91443	343	5	144377.365033	70660.0949198			124227.911859	90115.4986274								37984.2853823			296587.671694	201192.984736			250975.482887	168262.96655			802409.889103	621235.571217			879398.432885	599244.505435			0.376118123644	0.351234780796	2.04326593669	1.37854102514			1.47414519489	1.49156696826	1.29163545405	1.46751188356	0	2	0												
460	165.054745523	174.084895523	9.03015	2.38	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7	[M+H]+		164.047469523	5226588.487868215	5039987.851430607	4762991.051387696	6571515.809865997	4538038.863106163	6193044.518450849	8014652.80429	21308871.603			1800601.8319	5126490.18325			144377.365033	71122.1740892			124227.911859	90115.4986274											296587.37154	201191.848175	126	4	250975.576508	168263.000299	114	3	802410.144276	621235.571217	153	9	879398.809271	599244.57605	151	6	0.376118123644	0.351234815154	2.02999088375	1.37854102514			1.47415203066	1.49156722549	1.2916358648	1.46751233873	0	0	4												
510	182.08132509	191.11147509	9.03015	2.37	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7	[M+NH4]+		164.04750209	8.196728226792713E7	9.64179352504463E7	7.594804670248955E7	1.0567534774843661E8	7.426285138737226E7	1.0246713114449354E8	137108321.908	342463926.126	435.0	4.0	37026401.0117	99713729.3629	372	5	3091946.2623	2300625.23123	90	4	2596772.70752	2554686.69292	82	5									6409777.45492	5390007.98138	146	4	5477367.1923	4537096.80435	129	3	14972795.5637	14345432.5781	174	9	16130330.6967	13607355.5868	168	6	0.400358436169	0.371327010315	1.34395912047	1.0164740415			1.18919628265	1.20724053916	1.04373259448	1.18541259496	0	2	6	222	182.081446194	2.38	9.0	1	+						
624	281.149590845	290.179740845	9.03015	2.33	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7				506843.0066510447	637392.4095396332	735902.6508478652	651721.1048690917	483345.5216621582	691708.5984587624	585536.475167	1904956.95381	528.0	4.0	142219.214718	484364.718242			21186.6630319	11711.9509607			17380.9575329	12722.0670962											13835.8189382	23957.5717262				26215.4787797			97529.0895716	97365.4840791			102652.968791	92594.0534739			0.307375174014	0.293620095275	1.80897812012	1.36620546028			0.577513409801		1.00168032331	1.10863457144	0	1	0												
635	362.144860487	371.175010487	9.03015	2.3	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7				301165.2995774991	257393.38324683462	259008.66725926075	438674.84193245164	354772.307713814	372590.5610716781	358139.198385	1184140.57079	535.0	4.0	67786.5044298	291450.151405			56788.8150405	37936.5053249			42606.5530116	38765.9785341											59502.2661955	51938.619902			58057.2001463	48206.7044477			57478.8885551	60112.9989902			67504.2673867	68225.1470829			0.302446523005	0.232583527931	1.49694376311	1.09907074767			1.14562663212	1.20433870789	0.956180685053	0.989433812502	0	1	0												
636	368.16485208	377.19500208	9.03015	2.29	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7										1241396.09925	3863364.97156	536.0	4.0	461573.653648	1226431.32881			10021.1466673				11298.6220407													10611.2428049			4330.59550257				7098.68061322	8133.16907163			8098.50354631	6957.4228668			0.321325090533	0.376355074112							0.872806227278	1.16400910242	0	1	0												
638	369.129428244	378.159578244	9.03015	2.39	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7				1024628.8996851051	1203224.1958216068	881183.3293297236	1296830.395543326	941331.3684182774	1241311.7610824266	281050.430004				291401.425168	851931.905643	452	5																									22457.8844363	23507.9465349			31996.5436217	24976.4415056				0.342047789545							0.955331611078	1.28106894709	0	1	0												
644	376.152751651	385.182901651	9.03015	2.3	9	1	LTQ Orbitrap XL (MS lvl: 1, pol: +)	+	FLE	7										406592.999226	1181960.39691	541.0	4.0	243210.092663	726563.607056				20376.1911379				9945.76955271																14855.0124589			18249.5638894	21943.2596404			21392.9486409	23280.1575321			0.343998834723	0.334740262657							0.83167059901	0.918934874534	0	1	0												
